t_s,shoulder_ref_deg,shoulder_act_deg,shoulder_err_deg,elbow_ref_deg,elbow_act_deg,elbow_err_deg,tau_shoulder_Nm,tau_elbow_Nm,lift_N,drag_N,alpha_humerus_deg,alpha_radius_deg,P_shoulder_W,P_elbow_W,P_total_W
4.275000,-23.1763,-13.2304,-9.9459,-29.9551,-24.9630,-4.9922,0.167956,0.010029,8.634096,1.655292,90.0000,78.9608,-11.218502,-0.707687,-11.926189
4.279167,-26.8776,-17.9363,-8.9413,-32.3282,-28.4820,-3.8462,0.178322,0.010824,14.721217,3.879801,90.0000,72.7711,-17.832196,-0.084549,-17.916746
4.283333,-30.5052,-23.8795,-6.6257,-34.6126,-30.1577,-4.4549,0.187056,0.011589,17.355063,4.387705,90.0000,73.6940,-18.634410,-0.456397,-19.090806
4.287500,-34.0493,-29.5864,-4.4629,-36.8022,-33.4559,-3.3463,0.194787,0.012322,16.015330,3.828262,90.0000,74.8654,-16.239818,-0.996644,-17.236463
4.291667,-37.5000,-35.1525,-2.3475,-38.8909,-36.1892,-2.7016,0.201538,0.013021,16.383736,5.082596,90.0000,68.4687,-19.887839,-0.164789,-20.052628
4.295833,-40.8479,-39.9315,-0.9164,-40.8730,-38.5054,-2.3676,0.208054,0.013685,11.813135,3.746105,90.0000,67.7888,-16.900091,-0.238465,-17.138556
4.300000,-44.0839,-43.6815,-0.4024,-42.7430,-41.1141,-1.6290,0.214860,0.014311,7.964135,2.542977,90.0000,67.5629,-13.666641,-0.339500,-14.006140
4.304167,-47.1990,-47.5179,0.3189,-44.4959,-40.5970,-3.8989,0.220871,0.014898,4.896300,1.902685,90.0000,59.6120,-14.213486,0.409035,-13.804451
4.308333,-50.1848,-48.6033,-1.5815,-46.1269,-44.8746,-1.2523,0.229577,0.015444,0.227267,0.047693,90.0000,88.2679,-0.575307,-1.394030,-1.969338
4.312500,-53.0330,-49.0325,-4.0005,-47.6314,-47.7721,0.1407,0.238604,0.015948,0.390776,0.089935,90.0000,75.5978,-2.246673,-0.393229,-2.639902
4.316667,-55.7359,-51.7831,-3.9528,-49.0054,-44.1990,-4.8064,0.244238,0.016408,0.890503,0.392544,90.0000,41.2132,-11.429937,0.901450,-10.528487
4.320833,-58.2859,-53.5461,-4.7398,-50.2450,-44.6240,-5.6210,0.250521,0.016823,0.284917,0.043264,90.0000,87.0302,-0.925575,-1.242579,-2.168154
4.325000,-60.6763,-54.2081,-6.4682,-51.3469,-49.5163,-1.8307,0.257670,0.017192,1.877009,0.324795,90.0000,80.5920,-4.082508,-1.484253,-5.566761
4.329167,-62.9003,-57.0859,-5.8144,-52.3081,-50.5375,-1.7706,0.261284,0.017513,4.327821,1.911783,90.0000,46.7079,-20.014699,0.937789,-19.076911
4.333333,-64.9519,-61.5937,-3.3582,-53.1259,-49.0443,-4.0816,0.261891,0.017787,8.042679,3.218164,90.0000,57.8440,-19.634775,0.142448,-19.492327
4.337500,-66.8255,-65.3935,-1.4320,-53.7981,-51.1838,-2.6143,0.262672,0.018012,7.130521,1.887257,90.0000,72.6057,-11.256017,-1.577847,-12.833865
4.341667,-68.5159,-67.0257,-1.4902,-54.3229,-55.0854,0.7625,0.265924,0.018188,1.911350,0.842666,90.0000,47.2268,-12.523872,0.416448,-12.107424
4.345833,-70.0185,-69.3135,-0.7051,-54.6987,-53.3407,-1.3580,0.267527,0.018314,0.729967,0.307957,90.0000,53.8157,-6.436402,0.080371,-6.356031
4.350000,-71.3292,-69.4818,-1.8474,-54.9246,-55.1858,0.2612,0.271667,0.018389,-0.008823,0.002776,90.0000,-13.1588,-6.019413,0.916103,-5.103310
4.354167,-72.4444,-70.1505,-2.2939,-55.0000,-53.8624,-1.1376,0.274390,0.018415,0.050673,0.020288,-90.0000,31.2083,4.042755,-0.750352,3.292403
4.358333,-73.3611,-70.5356,-2.8255,-54.9246,-54.1955,-0.7292,0.276877,0.018389,0.003068,0.002370,90.0000,7.2032,-9.043501,1.074903,-7.968598
4.362500,-74.0766,-72.4603,-1.6163,-54.6987,-52.5489,-2.1498,0.276323,0.018314,1.185064,0.504628,90.0000,52.9003,-8.807468,0.161903,-8.645565
4.366667,-74.5891,-73.7025,-0.8866,-54.3229,-54.7668,0.4439,0.276119,0.018188,0.053407,0.036990,0.0000,89.5357,-0.149921,-1.609732,-1.759653
4.370833,-74.8972,-75.0607,0.1635,-53.7981,-55.3204,1.5223,0.275036,0.018012,0.192287,0.085086,-90.0000,44.6544,4.475357,-0.955661,3.519695
4.375000,-75.0000,-74.6431,-0.3569,-53.1259,-53.9108,0.7848,0.276033,0.017787,-0.626161,0.238848,-90.0000,-60.5168,4.977252,0.120256,5.097508
4.379167,-74.8972,-74.6572,-0.2400,-52.3081,-51.9748,-0.3334,0.275666,0.017513,-0.033557,0.006256,90.0000,-79.3700,-0.602381,0.339685,-0.262695
4.383333,-74.5891,-74.8895,0.3003,-51.3469,-52.3215,0.9746,0.274270,0.017192,0.154202,0.030600,90.0000,78.3149,-1.347212,-0.359890,-1.707102
4.387500,-74.0766,-74.8747,0.7981,-50.2450,-53.2536,3.0086,0.272575,0.016823,-0.002705,0.000953,-90.0000,-24.1998,1.372404,-0.117712,1.254693
4.391667,-73.3611,-74.6928,1.3317,-49.0054,-51.8318,2.8264,0.270460,0.016408,-0.372597,0.086301,90.0000,-75.4675,-2.354483,0.996166,-1.358317
4.395833,-72.4444,-74.1921,1.7477,-47.6314,-49.6357,2.0043,0.268166,0.015948,-0.894369,0.389643,-90.0000,-50.0205,8.479167,-0.288837,8.190330
4.400000,-71.3292,-72.8638,1.5346,-46.1269,-48.3305,2.2037,0.266488,0.015444,-0.744867,0.152626,-90.0000,-77.7590,3.128410,0.642924,3.771334
4.404167,-70.0185,-71.6554,1.6368,-44.4959,-46.7939,2.2980,0.263955,0.014898,-0.957742,0.340206,-90.0000,-63.7540,5.914795,0.099741,6.014536
4.408333,-68.5159,-71.1566,2.6407,-42.7430,-44.2257,1.4827,0.259682,0.014311,-0.108449,0.015904,-90.0000,-86.7394,0.624869,0.615093,1.239961
4.412500,-66.8255,-69.2044,2.3789,-40.8730,-45.8561,4.9832,0.256985,0.013685,-0.899651,0.351149,-90.0000,-59.3310,6.483176,-0.055092,6.428085
4.416667,-64.9519,-68.5319,3.5800,-38.8909,-43.0641,4.1732,0.251718,0.013021,-0.808425,0.154983,90.0000,-78.9112,-3.187713,1.302116,-1.885597
4.420833,-62.9003,-68.0785,5.1782,-36.8022,-39.6004,2.7982,0.245520,0.012322,-1.615009,0.605912,-90.0000,-61.4024,8.775219,-0.153049,8.622170
4.425000,-60.6763,-66.0538,5.3776,-34.6126,-38.4470,3.8343,0.241080,0.011589,-2.842992,0.719046,-90.0000,-73.6547,7.865201,0.449062,8.314263
4.429167,-58.2859,-63.7904,5.5045,-32.3282,-35.6172,3.2890,0.236381,0.010824,-5.154355,1.517171,-90.0000,-69.9676,12.626096,0.163854,12.789951
4.433333,-55.7359,-60.2134,4.4775,-29.9551,-34.4527,4.4975,0.232940,0.010029,-8.070953,2.706240,-90.0000,-65.9763,18.227681,-0.213792,18.013889
4.437500,-53.0330,-56.9286,3.8956,-27.5000,-31.6926,4.1926,0.228412,0.009207,-2.492308,0.380035,-90.0000,-82.7122,5.275264,0.920735,6.195999
4.441667,-50.1848,-54.6723,4.4875,-24.9695,-27.9397,2.9702,0.221881,0.008360,-4.424190,1.077451,-90.0000,-74.5058,11.601695,0.139930,11.741625
4.445833,-47.1990,-51.1036,3.9046,-22.3705,-27.1763,4.8058,0.216473,0.007490,-5.029220,1.136176,-90.0000,-76.0139,11.653924,0.219738,11.873662
4.450000,-44.0839,-48.7960,4.7121,-19.7102,-22.9195,3.2092,0.208886,0.006599,-1.974585,0.283726,-90.0000,-83.9187,5.274264,0.578915,5.853179
4.454167,-40.8479,-45.1312,4.2833,-16.9959,-22.9562,5.9603,0.202368,0.005690,-5.532822,1.673928,-90.0000,-69.3216,17.084823,-0.391929,16.692894
4.458333,-37.5000,-43.0533,5.5533,-14.2350,-20.1788,5.9437,0.193482,0.004766,-0.352097,0.048818,90.0000,-85.4647,-2.004570,0.476607,-1.527963
4.462500,-34.0493,-42.9227,8.8734,-11.4351,-15.4222,3.9871,0.182055,0.003829,-0.843307,0.131726,-90.0000,-82.4220,4.931435,0.071922,5.003357
4.466667,-30.5052,-41.0429,10.5377,-8.6039,-13.6656,5.0617,0.172206,0.002881,-1.891437,0.335444,-90.0000,-80.4032,8.912033,-0.045253,8.866781
4.470833,-26.8776,-38.4034,11.5258,-5.7491,-11.9296,6.1806,0.162771,0.001925,-1.737944,0.242927,-90.0000,-85.1927,6.440372,0.108225,6.548597
4.475000,-23.1763,-35.7456,12.5694,-2.8785,-8.0968,5.2183,0.152953,0.000964,-2.204860,0.312048,-90.0000,-85.6909,9.462912,0.026155,9.489067
4.479167,-19.4114,-31.8716,12.4602,0.0000,-5.6950,5.6950,0.143816,-0.000000,-2.478642,0.365117,-90.0000,-86.3601,12.293072,0.000000,12.293072
4.483333,-15.5934,-27.3153,11.7219,2.8785,-3.2218,6.1003,0.134653,-0.000964,-1.373235,0.339702,-90.0000,-88.5465,9.537009,-0.067631,9.469377
4.487500,-11.7326,-22.6790,10.9464,5.7491,0.9865,4.7625,0.124877,-0.001925,-0.644459,0.377265,-90.0000,-89.4202,12.487694,-0.028439,12.459255
4.491667,-7.8396,-16.9489,9.1092,8.6039,2.8848,5.7191,0.114965,-0.002881,-1.688705,0.350451,-90.0000,-88.1118,11.496489,0.039256,11.535745
4.495833,-3.9252,-11.5258,7.6006,11.4351,4.9056,6.5296,0.103997,-0.003829,-2.817609,0.489658,-90.0000,-87.6116,8.895441,-0.237265,8.658176
4.500000,0.0000,-6.8160,6.8160,14.2350,9.9390,4.2961,0.092049,-0.004766,-3.434312,0.490942,-90.0000,-86.2560,5.401258,-0.476607,4.924650
4.504167,3.9252,-1.8894,5.8146,16.9959,12.3714,4.6245,0.079493,-0.005690,-6.636902,1.100345,-90.0000,-81.5317,7.949257,0.138627,8.087884
4.508333,7.8396,2.4026,5.4371,19.7102,15.2402,4.4701,0.066336,-0.006599,-2.228990,0.310065,-90.0000,-85.5536,2.246491,-0.659924,1.586567
4.512500,11.7326,5.7401,5.9925,22.3705,18.4114,3.9591,0.052899,-0.007490,-5.812510,1.169867,-90.0000,-78.1992,4.019643,0.044883,4.064526
4.516667,15.5934,9.2898,6.3036,24.9695,21.3948,3.5747,0.039203,-0.008360,-4.315041,0.689651,-90.0000,-81.9579,1.806579,-0.655439,1.151140
4.520833,19.4114,13.7616,5.6498,27.5000,21.5566,5.9434,0.024955,-0.009207,-6.065516,1.386950,-90.0000,-75.8287,1.848140,0.096036,1.944176
4.525000,23.1763,16.8365,6.3398,29.9551,24.6126,5.3425,0.011019,-0.010029,-1.520510,0.211073,-90.0000,-85.0330,0.205797,-1.002936,-0.797140
4.529167,26.8776,19.4835,7.3941,32.3282,27.5801,4.7481,-0.002727,-0.010824,-6.700457,2.032895,-90.0000,-69.1791,-0.214429,0.389952,0.175523
4.533333,30.5052,23.8734,6.6318,34.6126,27.6619,6.9507,-0.017514,-0.011589,-8.076261,1.946330,-90.0000,-74.7253,-1.238105,-0.272344,-1.510449
4.537500,34.0493,27.8281,6.2212,36.8022,30.9448,5.8574,-0.032187,-0.012322,-7.400128,1.399925,-90.0000,-79.1578,-1.617472,-1.232184,-2.849656
4.541667,37.5000,31.7862,5.7138,38.8909,35.7518,3.1390,-0.046940,-0.013021,-14.707873,4.289862,-90.0000,-70.2140,-4.186732,-0.382874,-4.569606
4.545833,40.8479,37.3649,3.4831,40.8730,37.2387,3.6342,-0.063286,-0.013685,-14.999026,4.847659,-90.0000,-67.1925,-6.074135,-0.068351,-6.142486
4.550000,44.0839,41.6918,2.3921,42.7430,41.0772,1.6658,-0.078592,-0.014311,-10.401077,2.619169,-90.0000,-73.7442,-4.625393,-1.224601,-5.849994
4.554167,47.1990,45.6239,1.5751,44.4959,43.2768,1.2192,-0.093428,-0.014898,-8.330048,2.924751,-90.0000,-64.2297,-6.469887,-0.136387,-6.606274
4.558333,50.1848,49.4355,0.7493,46.1269,42.9282,3.1987,-0.107988,-0.015444,-4.873558,1.592585,-90.0000,-66.8087,-5.313438,-0.306423,-5.619861
4.562500,53.0330,50.4889,2.5441,47.6314,47.8204,-0.1890,-0.118843,-0.015948,-1.374463,0.231294,-90.0000,-81.0453,-1.610696,-1.209685,-2.820381
4.566667,55.7359,51.4739,4.2619,49.0054,50.1060,-1.1006,-0.129144,-0.016408,-0.827572,0.266915,-90.0000,-67.2180,-2.294539,-0.273959,-2.568498
4.570833,58.2859,54.6180,3.6680,50.2450,46.3711,3.8739,-0.141760,-0.016823,-1.293812,0.571116,-90.0000,-41.8462,-7.522182,0.953659,-6.568524
4.575000,60.6763,56.8010,3.8753,51.3469,46.5553,4.7917,-0.152693,-0.017192,-1.015065,0.166142,-90.0000,-81.4976,-1.765898,-1.157530,-2.923428
4.579167,62.9003,57.9187,4.9816,52.3081,51.1137,1.1944,-0.161673,-0.017513,-2.985188,0.638993,-90.0000,-76.9707,-3.777352,-1.422754,-5.200106
4.583333,64.9519,61.2008,3.7511,53.1259,51.9563,1.1696,-0.173130,-0.017787,-5.086403,2.248514,-90.0000,-46.2536,-14.314099,0.973640,-13.340459
4.587500,66.8255,65.2981,1.5274,53.7981,51.7303,2.0678,-0.185331,-0.018012,-6.053255,1.917163,-90.0000,-67.7915,-8.544954,-0.941157,-9.486111
4.591667,68.5159,67.0924,1.4235,54.3229,55.1625,-0.8397,-0.193655,-0.018188,-1.557914,0.681905,-90.0000,-40.2311,-10.567988,0.792567,-9.775421
4.595833,70.0185,69.3179,0.7007,54.6987,53.7635,0.9352,-0.202037,-0.018314,-0.810799,0.231212,-90.0000,-70.7683,-3.007786,-0.495153,-3.502938
4.600000,71.3292,69.8779,1.4514,54.9246,54.5450,0.3796,-0.207281,-0.018389,-0.000000,0.000660,-90.0000,-0.3696,-3.984047,0.685914,-3.298133
4.604167,72.4444,70.1550,2.2895,55.0000,55.0364,-0.0364,-0.211441,-0.018415,-0.039132,0.016640,-90.0000,-36.1886,-2.154447,0.179501,-1.974947
4.608333,73.3611,71.5206,1.8405,54.9246,53.5115,1.4132,-0.216602,-0.018389,-0.335697,0.113049,-90.0000,-65.7523,-2.449400,-0.197088,-2.646489
4.612500,74.0766,72.4050,1.6716,54.6987,55.3416,-0.6429,-0.220362,-0.018314,-1.304790,0.339519,-90.0000,-72.9937,-3.772787,-0.774550,-4.547336
4.616667,74.5891,74.8630,-0.2739,54.3229,54.0032,0.3197,-0.225896,-0.018188,-1.379110,0.519813,-90.0000,-61.1105,-5.930434,-0.208909,-6.139342
4.620833,74.8972,74.9795,-0.0823,53.7981,54.5126,-0.7145,-0.227111,-0.018012,0.067383,0.011099,90.0000,87.4943,0.323197,0.730462,1.053660
4.625000,75.0000,73.5568,1.4432,53.1259,54.8727,-1.7468,-0.225240,-0.017787,0.219334,0.083020,90.0000,27.8759,8.085787,-0.787735,7.298052
4.629167,74.8972,73.7617,1.1355,52.3081,52.0206,0.2875,-0.225214,-0.017513,0.541989,0.215866,-90.0000,58.1167,-4.165055,1.321643,-2.843412
4.633333,74.5891,74.8046,-0.2154,51.3469,49.5205,1.8265,-0.225805,-0.017192,-0.062062,0.025255,-90.0000,-32.1865,-3.730655,0.363243,-3.367411
4.637500,74.0766,74.4103,-0.3337,50.2450,52.4156,-2.1706,-0.223471,-0.016823,-0.820846,0.299135,90.0000,-62.6647,4.408195,-1.495509,2.912686
4.641667,73.3611,75.2171,-1.8560,49.0054,52.2873,-3.2820,-0.222332,-0.016408,-0.008587,0.002660,-90.0000,-14.7495,-4.250028,0.520699,-3.729330
4.645833,72.4444,74.3526,-1.9081,47.6314,52.4144,-4.7830,-0.217909,-0.015948,0.612275,0.225815,90.0000,62.1336,3.772841,0.125487,3.898328
4.650000,71.3292,73.1890,-1.8598,46.1269,50.5895,-4.4626,-0.212362,-0.015444,1.697940,0.436677,90.0000,73.2632,4.372165,0.688511,5.060676
4.654167,70.0185,72.0869,-2.0684,44.4959,46.4084,-1.9124,-0.206265,-0.014898,0.630050,0.090498,90.0000,86.5084,1.192579,1.489780,2.682359
4.658333,68.5159,70.1539,-1.6380,42.7430,44.4192,-1.6761,-0.198267,-0.014311,2.888485,1.152865,90.0000,58.0337,9.557108,-0.230058,9.327050
4.662500,66.8255,68.0445,-1.2190,40.8730,43.4528,-2.5798,-0.189411,-0.013685,0.940766,0.141633,90.0000,82.9224,2.021949,1.004536,3.026485
4.666667,64.9519,68.4334,-3.4815,38.8909,38.7181,0.1728,-0.183713,-0.013021,0.204277,0.030408,-90.0000,83.1378,-0.988811,0.755634,-0.233177
4.670833,62.9003,66.0443,-3.1440,36.8022,41.9681,-5.1659,-0.173269,-0.012322,0.423444,0.175535,90.0000,33.2179,8.108115,-0.864961,7.243153
4.675000,60.6763,64.4123,-3.7361,34.6126,42.0116,-7.3989,-0.163415,-0.011589,0.015461,0.022727,0.0000,89.7830,0.039834,0.810492,0.850325
4.679167,58.2859,64.1819,-5.8960,32.3282,36.9322,-4.6040,-0.155064,-0.010824,0.498406,0.075519,90.0000,87.0130,0.888408,1.025402,1.913810
4.683333,55.7359,62.6330,-6.8971,29.9551,33.6859,-3.7308,-0.144272,-0.010029,3.788410,1.296900,90.0000,65.2427,8.071327,-0.220815,7.850512
4.687500,53.0330,59.5927,-6.5597,27.5000,32.6412,-5.1412,-0.130903,-0.009207,4.994126,1.197125,90.0000,74.8111,6.242380,0.383366,6.625746
4.691667,50.1848,56.5162,-6.3314,24.9695,29.4808,-4.5113,-0.117129,-0.008360,7.488244,1.920884,90.0000,73.3773,7.917069,0.154242,8.071311
4.695833,47.1990,52.4274,-5.2284,22.3705,27.2163,-4.8458,-0.101734,-0.007490,9.970753,2.538518,90.0000,73.5587,8.480950,0.050503,8.531453
4.700000,44.0839,48.6048,-4.5209,19.7102,23.4309,-3.7207,-0.086516,-0.006599,5.215112,0.858659,90.0000,81.4557,4.151698,0.579379,4.731077
4.704167,40.8479,44.4816,-3.6337,16.9959,21.5168,-4.5208,-0.070824,-0.005690,6.942171,1.558240,90.0000,76.1853,5.538655,-0.036296,5.502358
4.708333,37.5000,42.1731,-4.6731,14.2350,17.2881,-3.0530,-0.057036,-0.004766,0.812261,0.117225,90.0000,86.5276,0.910004,0.414566,1.324570
4.712500,34.0493,38.8616,-4.8123,11.4351,17.8998,-6.4647,-0.041985,-0.003829,3.666153,1.022346,90.0000,71.5837,3.391094,-0.323677,3.067417
4.716667,30.5052,36.0618,-5.5565,8.6039,17.0271,-8.4232,-0.027346,-0.002881,0.268296,0.066293,90.0000,88.5894,0.161868,0.288069,0.449937
4.720833,26.8776,35.4535,-8.5759,5.7491,11.0588,-5.3097,-0.014607,-0.001925,0.439702,0.092820,90.0000,88.2748,0.186908,0.192486,0.379394
4.725000,23.1763,33.0482,-9.8719,2.8785,8.9387,-6.0602,-0.000006,-0.000964,2.370615,0.395532,90.0000,81.6618,0.000492,-0.069459,-0.068967
4.729167,19.4114,29.0577,-9.6463,-0.0000,9.3495,-9.3495,0.015948,0.000000,2.307007,0.324719,90.0000,85.2060,-0.923740,-0.000000,-0.923740
4.733333,15.5934,25.8547,-10.2613,-2.8785,5.3849,-8.2634,0.031139,0.000964,1.423444,0.271405,90.0000,87.9715,-1.589262,-0.083945,-1.673207
4.737500,11.7326,22.7177,-10.9851,-5.7491,-0.4986,-5.2505,0.046172,0.001925,0.151771,0.271937,90.0000,89.8186,-2.479141,-0.192486,-2.671627
4.741667,7.8396,18.2115,-10.3719,-8.6039,-2.5415,-6.0624,0.061774,0.002881,1.120406,0.216530,90.0000,87.7917,-6.177387,0.216913,-5.960474
4.745833,3.9252,13.1845,-9.2593,-11.4351,-2.0223,-9.4128,0.077099,0.003829,0.809601,0.261113,90.0000,88.9170,-5.763053,-0.119992,-5.883045
4.750000,-0.0000,8.9448,-8.9448,-14.2350,-5.8340,-8.4011,0.091577,0.004766,2.488697,0.419862,90.0000,87.5115,-6.322411,-0.394632,-6.717043
4.754167,-3.9252,4.6286,-8.5538,-16.9959,-11.5197,-5.4762,0.105564,0.005690,5.876678,0.821624,90.0000,85.2595,-7.893553,-0.569045,-8.462598
4.758333,-7.8396,-0.7081,-7.1315,-19.7102,-13.6987,-6.0115,0.118984,0.006599,5.816195,1.159049,90.0000,78.4854,-11.898440,0.453756,-11.444685
4.762500,-11.7326,-5.5247,-6.2079,-22.3705,-13.8846,-8.4859,0.131614,0.007490,3.698831,0.521791,90.0000,84.5878,-6.952532,-0.615685,-7.568217
4.766667,-15.5934,-8.6028,-6.9906,-24.9695,-19.3899,-5.5796,0.143947,0.008360,3.003837,0.427342,90.0000,84.2002,-5.131876,-0.836010,-5.967886
4.770833,-19.4114,-11.7946,-7.6168,-27.5000,-23.6821,-3.8179,0.155835,0.009207,8.595907,1.982978,90.0000,75.6341,-12.668311,-0.050644,-12.718956
4.775000,-23.1763,-16.5556,-6.6207,-29.9551,-25.6295,-4.3257,0.166573,0.010029,10.692510,2.284691,90.0000,77.0656,-13.199720,-0.482082,-13.681802
4.779167,-26.8776,-21.5485,-5.3291,-32.3282,-28.8604,-3.4678,0.176348,0.010824,13.478410,3.224988,90.0000,74.8656,-15.405166,-0.460639,-15.865805
4.783333,-30.5052,-27.0570,-3.4482,-34.6126,-31.0292,-3.5835,0.184845,0.011589,14.637643,4.036169,90.0000,71.6795,-17.728217,-0.161438,-17.889655
4.787500,-34.0493,-30.5810,-3.4683,-36.8022,-35.8539,-0.9483,0.193981,0.012322,8.116551,1.915409,90.0000,75.1190,-10.728356,-0.872724,-11.601079
4.791667,-37.5000,-34.2501,-3.2499,-38.8909,-37.3386,-1.5523,0.202369,0.013021,6.502899,2.148977,90.0000,66.4576,-13.059638,0.019373,-13.040265
4.795833,-40.8479,-37.6074,-3.2406,-40.8730,-36.9384,-3.9346,0.210408,0.013685,3.275158,0.870343,90.0000,72.5394,-7.941658,-0.422751,-8.364408
4.800000,-44.0839,-37.8413,-6.2425,-42.7430,-42.0162,-0.7269,0.221027,0.014311,0.001236,0.024841,0.0000,89.9842,-0.004114,-1.055041,-1.059155
4.804167,-47.1990,-40.7409,-6.4582,-44.4959,-39.2691,-5.2268,0.228502,0.014898,1.818119,0.807555,90.0000,44.0761,-15.160258,1.249317,-13.910941
4.808333,-50.1848,-44.3412,-5.8436,-46.1269,-36.7793,-9.3476,0.234575,0.015444,4.233396,1.487329,90.0000,64.2403,-13.254636,0.244595,-13.010040
4.812500,-53.0330,-47.6319,-5.4011,-47.6314,-37.5575,-10.0739,0.240297,0.015948,6.181744,1.771121,90.0000,70.6795,-13.110393,-0.476642,-13.587035
4.816667,-55.7359,-50.7796,-4.9562,-49.0054,-40.9188,-8.0866,0.245505,0.016408,6.138338,1.317063,90.0000,76.9387,-9.788664,-1.559217,-11.347881
4.820833,-58.2859,-53.7917,-4.4942,-50.2450,-46.5214,-3.7236,0.250200,0.016823,10.855897,2.900311,90.0000,72.3922,-14.314435,-1.554769,-15.869204
4.825000,-60.6763,-58.3622,-2.3141,-51.3469,-50.0249,-1.3220,0.252081,0.017192,14.312406,5.434249,90.0000,60.7634,-22.745535,-0.293325,-23.038861
4.829167,-62.9003,-62.8096,-0.0907,-52.3081,-52.0301,-0.2780,0.253271,0.017513,9.601424,3.726507,90.0000,59.6113,-18.840122,-0.251410,-19.091532
4.833333,-64.9519,-67.1556,2.2037,-53.1259,-51.1475,-1.9784,0.253780,0.017787,5.156423,2.228051,90.0000,51.2006,-18.149891,0.561672,-17.588219
4.837500,-66.8255,-69.0624,2.2369,-53.7981,-54.6982,0.9001,0.257200,0.018012,2.286893,0.447343,90.0000,78.5600,-4.663011,-1.519749,-6.182760
4.841667,-68.5159,-71.5800,3.0641,-54.3229,-53.3463,-0.9766,0.259033,0.018188,0.319986,0.116191,90.0000,25.6628,-12.970583,1.225951,-11.744631
4.845833,-70.0185,-72.1248,2.1063,-54.6987,-55.0626,0.3639,0.263233,0.018314,0.309234,0.057077,-90.0000,79.5344,1.663705,-1.064801,0.598905
4.850000,-71.3292,-72.6624,1.3331,-54.9246,-53.7773,-1.1474,0.266799,0.018389,-0.168664,0.061893,90.0000,-62.3561,-2.365522,0.731650,-1.633872
4.854167,-72.4444,-71.4187,-1.0257,-55.0000,-55.1299,0.1299,0.272453,0.018415,-0.484835,0.103141,-90.0000,-77.0811,2.422115,0.641319,3.063433
4.858333,-73.3611,-70.8709,-2.4902,-54.9246,-53.5401,-1.3846,0.276365,0.018389,-0.201474,0.061939,-90.0000,-68.6903,2.204297,0.205559,2.409856
4.862500,-74.0766,-70.5544,-3.5223,-54.6987,-54.2464,-0.4523,0.279248,0.018314,0.069468,0.016430,-90.0000,75.0468,1.034188,-0.469918,0.564270
4.866667,-74.5891,-71.4208,-3.1683,-54.3229,-54.2181,-0.1047,0.279641,0.018188,0.083965,0.026796,90.0000,19.5442,-10.683086,1.032200,-9.650886
4.870833,-74.8972,-73.6746,-1.2226,-53.7981,-52.6537,-1.1444,0.277195,0.018012,1.746003,0.735715,90.0000,53.9333,-10.369792,0.139169,-10.230623
4.875000,-75.0000,-75.0321,0.0321,-53.1259,-55.0725,1.9466,0.275425,0.017787,0.775800,0.122322,-90.0000,82.1109,2.370496,-1.778723,0.591773
4.879167,-74.8972,-74.9910,0.0938,-52.3081,-53.5327,1.2246,0.275145,0.017513,-0.022262,0.010324,0.0000,-89.2976,-0.120503,0.838461,0.717958
4.883333,-74.5891,-74.1664,-0.4228,-51.3469,-52.6956,1.3487,0.275398,0.017192,-0.291366,0.123300,-90.0000,-35.6203,8.081668,-0.534341,7.547327
4.887500,-74.0766,-74.3239,0.2473,-50.2450,-50.4410,0.1960,0.273434,0.016823,-0.155707,0.060375,90.0000,-59.6705,-2.643826,0.682927,-1.960899
4.891667,-73.3611,-74.3769,1.0158,-49.0054,-50.7232,1.7178,0.270952,0.016408,0.152760,0.052183,-90.0000,65.2439,2.180877,-0.631643,1.549235
4.895833,-72.4444,-74.1422,1.6978,-47.6314,-50.8271,3.1957,0.268244,0.015948,-0.146864,0.055892,90.0000,-60.6443,-2.432359,0.620234,-1.812125
4.900000,-71.3292,-74.1841,2.8548,-46.1269,-48.2776,2.1507,0.264440,0.015444,-0.534769,0.164984,-90.0000,-68.5948,3.714344,0.222703,3.937047
4.904167,-70.0185,-72.6490,2.6304,-44.4959,-47.8685,3.3725,0.262425,0.014898,-1.643209,0.692517,-90.0000,-53.9645,10.199463,-0.248754,9.950709
4.908333,-68.5159,-70.6399,2.1240,-42.7430,-46.5825,3.8395,0.260472,0.014311,-1.905025,0.389118,-90.0000,-77.8162,5.015750,0.931540,5.947290
4.912500,-66.8255,-69.3889,2.5634,-40.8730,-42.5005,1.6276,0.256706,0.013685,-1.834144,0.389730,-90.0000,-77.1141,5.382574,0.753508,6.136081
4.916667,-64.9519,-66.9020,1.9501,-38.8909,-42.3929,3.5021,0.254158,0.013021,-1.958709,0.466295,-90.0000,-74.9270,6.044715,0.584687,6.629402
4.920833,-62.9003,-66.3214,3.4211,-36.8022,-37.6384,0.8362,0.248141,0.012322,-0.319777,0.048881,-90.0000,-87.0757,1.108577,0.950461,2.059038
4.925000,-60.6763,-63.3607,2.6844,-34.6126,-39.9131,5.3004,0.245019,0.011589,-2.059524,0.879996,-90.0000,-52.7418,12.801887,-0.529689,12.272198
4.929167,-58.2859,-62.3180,4.0321,-32.3282,-37.3112,4.9830,0.238505,0.010824,-0.775585,0.176573,90.0000,-75.8266,-3.828952,1.082389,-2.746563
