t_s,shoulder_ref_deg,shoulder_act_deg,shoulder_err_deg,elbow_ref_deg,elbow_act_deg,elbow_err_deg,tau_shoulder_Nm,tau_elbow_Nm,lift_N,drag_N,alpha_humerus_deg,alpha_radius_deg,P_shoulder_W,P_elbow_W,P_total_W
2.950000,-44.0839,-48.8346,4.7507,-19.7102,-28.4271,8.7168,0.208839,0.006599,-1.732270,0.248851,-90.0000,-83.8932,4.049151,0.619521,4.668672
2.954167,-40.8479,-47.5345,6.6865,-16.9959,-22.4596,5.4637,0.199556,0.005690,-1.863717,0.260135,-90.0000,-84.7738,4.616845,0.569045,5.185890
2.958333,-37.5000,-44.7498,7.2498,-14.2350,-19.8799,5.6448,0.191578,0.004766,-5.602414,1.415190,-90.0000,-73.8161,15.946503,-0.246575,15.699928
2.962500,-34.0493,-40.4871,6.4378,-11.4351,-19.5543,8.1192,0.184677,0.003829,-5.696081,1.016987,-90.0000,-80.1785,11.854265,0.152791,12.007056
2.966667,-30.5052,-36.9225,6.4172,-8.6039,-15.1118,6.5079,0.176399,0.002881,-4.768864,0.678395,-90.0000,-84.2901,10.010169,0.275737,10.285907
2.970833,-26.8776,-33.0805,6.2029,-5.7491,-10.3477,4.5987,0.167800,0.001925,-5.160933,0.747578,-90.0000,-84.0716,14.657430,0.037127,14.694557
2.975000,-23.1763,-28.2726,5.0963,-2.8785,-7.0574,4.1789,0.159357,0.000964,-3.410674,0.504446,-90.0000,-86.6056,12.458051,0.057692,12.515743
2.979167,-19.4114,-23.6409,4.2295,0.0000,-2.9986,2.9986,0.150013,-0.000000,-1.462576,0.353566,-90.0000,-88.4935,11.993799,-0.000000,11.993799
2.983333,-15.5934,-18.7675,3.1742,2.8785,-0.7872,3.6657,0.140062,-0.000964,-0.368404,0.268281,-90.0000,-89.5363,11.867077,-0.011569,11.855508
2.987500,-11.7326,-15.5074,3.7749,5.7491,3.5468,2.2022,0.128670,-0.001925,-0.927329,0.210806,-90.0000,-88.3847,7.172896,-0.102654,7.070242
2.991667,-7.8396,-11.7478,3.9082,8.6039,3.9314,4.6725,0.117050,-0.002881,-0.962615,0.158537,-90.0000,-87.2221,7.874683,0.062066,7.936749
2.995833,-3.9252,-10.3131,6.3879,11.4351,7.8527,3.5825,0.104368,-0.003829,-0.002026,0.033912,0.0000,-89.9810,0.013355,-0.328690,-0.315335
3.000000,0.0000,-7.7085,7.7085,14.2350,6.8856,7.3494,0.091867,-0.004766,-1.164939,0.186817,-90.0000,-82.6166,6.399872,0.368755,6.768627
3.004167,3.9252,-4.3941,8.3193,16.9959,6.0305,10.9654,0.079270,-0.005690,-0.974474,0.148602,-90.0000,-86.8569,3.726560,-0.134645,3.591915
3.008333,7.8396,-1.7645,9.6042,19.7102,9.3263,10.3840,0.066374,-0.006599,-1.704163,0.247896,-90.0000,-86.5113,2.819553,-0.486382,2.333171
3.012500,11.7326,0.9725,10.7601,22.3705,14.5616,7.8090,0.053351,-0.007490,-3.558269,0.498246,-90.0000,-84.8439,2.573686,-0.713819,1.859866
3.016667,15.5934,4.2776,11.3157,24.9695,20.4777,4.4918,0.040160,-0.008360,-7.002934,1.101541,-90.0000,-82.2320,2.414041,-0.836010,1.578031
3.020833,19.4114,9.1786,10.2329,27.5000,22.9301,4.5699,0.026429,-0.009207,-9.208705,2.527861,-90.0000,-71.8630,2.642929,0.516307,3.159236
3.025000,23.1763,14.6586,8.5177,29.9551,22.2556,7.6995,0.011975,-0.010029,-9.860492,2.113057,-90.0000,-77.0397,1.041915,-0.155777,0.886138
3.029167,26.8776,19.8273,7.0503,32.3282,24.6080,7.7202,-0.002914,-0.010824,-12.454425,2.586077,-90.0000,-77.5872,-0.252912,-0.571271,-0.824183
3.033333,30.5052,24.9557,5.5495,34.6126,28.8171,5.7955,-0.018238,-0.011589,-12.263277,2.433967,-90.0000,-78.3531,-1.309364,-1.158874,-2.468239
3.037500,34.0493,29.2641,4.7852,36.8022,34.3212,2.4810,-0.033297,-0.012322,-11.404441,2.694063,-90.0000,-75.1029,-2.269089,-0.937733,-3.206822
3.041667,37.5000,34.7471,2.7529,38.8909,35.1291,3.7617,-0.049568,-0.013021,-13.160067,4.483140,-90.0000,-65.4093,-4.956127,0.365583,-4.590543
3.045833,40.8479,37.8063,3.0416,40.8730,39.5286,1.3443,-0.063722,-0.013685,-4.927687,1.012192,-90.0000,-77.7262,-2.261585,-1.226405,-3.487990
3.050000,44.0839,40.3285,3.7554,42.7430,42.0698,0.6732,-0.077144,-0.014311,-4.049984,1.323076,-90.0000,-66.8212,-3.515897,-0.225695,-3.741592
3.054167,47.1990,43.9026,3.2965,44.4959,39.9364,4.5596,-0.091467,-0.014898,-2.849385,1.029857,-90.0000,-63.0698,-4.098962,0.124753,-3.974209
3.058333,50.1848,44.7896,5.3952,46.1269,43.7357,2.3912,-0.102482,-0.015444,-0.864759,0.186247,90.0000,-76.8653,1.457704,-1.544386,-0.086683
3.062500,53.0330,46.0592,6.9738,47.6314,44.9733,2.6581,-0.113495,-0.015948,-1.270104,0.561838,-90.0000,-42.4970,-5.966243,0.920457,-5.045787
3.066667,55.7359,49.0364,6.6995,49.0054,43.5702,5.4352,-0.126112,-0.016408,-3.579004,1.323145,-90.0000,-62.0601,-6.083089,0.046725,-6.036363
3.070833,58.2859,51.9783,6.3077,50.2450,44.8040,5.4410,-0.138336,-0.016823,-5.830487,1.839720,-90.0000,-67.9222,-6.944883,-0.575914,-7.520798
3.075000,60.6763,55.2584,5.4179,51.3469,47.6712,3.6758,-0.150623,-0.017192,-8.896971,2.762928,-90.0000,-68.4003,-8.767369,-0.954267,-9.721636
3.079167,62.9003,59.4322,3.4681,52.3081,50.6147,1.6934,-0.163765,-0.017513,-13.067869,5.017061,-90.0000,-60.1959,-14.241864,-0.258408,-14.500272
3.083333,64.9519,64.0462,0.9057,53.1259,52.7840,0.3419,-0.177218,-0.017787,-10.624794,3.986897,-90.0000,-61.3290,-13.032808,-0.514578,-13.547385
3.087500,66.8255,68.4109,-1.5854,53.7981,52.5842,1.2140,-0.189961,-0.018012,-5.961698,2.548683,-90.0000,-52.4737,-13.757074,0.394059,-13.363015
3.091667,68.5159,70.9096,-2.3937,54.3229,55.0253,-0.7025,-0.199420,-0.018188,-3.647953,1.206003,-90.0000,-66.3908,-7.149672,-0.736684,-7.886356
3.095833,70.0185,73.5428,-3.5242,54.6987,53.9241,0.7746,-0.208515,-0.018314,-0.986786,0.433190,-90.0000,-40.8196,-8.992775,0.648598,-8.344177
3.100000,71.3292,74.4703,-3.1411,54.9246,55.0546,-0.1300,-0.214353,-0.018389,-0.235064,0.103576,-90.0000,-41.8925,-4.273783,0.269165,-4.004618
3.104167,72.4444,74.7475,-2.3031,55.0000,55.1468,-0.1468,-0.218525,-0.018415,-0.117581,0.050806,90.0000,-38.1138,3.560712,-0.896739,2.663974
3.108333,73.3611,74.1544,-0.7934,54.9246,55.0070,-0.0824,-0.220674,-0.018389,0.374969,0.159948,90.0000,52.6921,3.859182,-0.057631,3.801552
3.112500,74.0766,72.5622,1.5144,54.6987,55.0985,-0.3998,-0.220605,-0.018314,1.376055,0.592634,90.0000,51.5745,7.647570,-0.155280,7.492291
3.116667,74.5891,71.6550,2.9341,54.3229,53.8917,0.4311,-0.220926,-0.018188,0.364403,0.128043,90.0000,64.1673,2.720366,0.171648,2.892014
3.120833,74.8972,71.0997,3.7976,53.7981,54.6563,-0.8582,-0.221108,-0.018012,-0.054464,0.023839,90.0000,-49.0758,1.661878,-0.471972,1.189906
3.125000,75.0000,72.4585,2.5415,53.1259,52.3684,0.7575,-0.223541,-0.017787,-0.109761,0.040129,-90.0000,-25.9551,-6.528727,0.710837,-5.817889
3.129167,74.8972,74.2128,0.6844,52.3081,51.6936,0.6145,-0.225915,-0.017513,-1.521404,0.587441,-90.0000,-59.8914,-6.663811,-0.103339,-6.767150
3.133333,74.5891,74.9077,-0.3186,51.3469,55.0792,-3.7323,-0.225966,-0.017192,-0.647381,0.104709,90.0000,-81.6875,1.826037,-1.544839,0.281198
3.137500,74.0766,74.7783,-0.7017,50.2450,54.3486,-4.1036,-0.224045,-0.016823,0.388503,0.086386,90.0000,76.2581,1.865141,0.487849,2.352990
3.141667,73.3611,74.8583,-1.4972,49.0054,50.4351,-1.4297,-0.221771,-0.016408,1.011791,0.356460,-90.0000,64.0717,-4.782707,1.640761,-3.141946
3.145833,72.4444,73.9248,-1.4804,47.6314,49.4074,-1.7760,-0.217243,-0.015948,0.522292,0.214107,90.0000,32.7350,10.165982,-0.944744,9.221238
3.150000,71.3292,72.8910,-1.5618,46.1269,47.8946,-1.7677,-0.211900,-0.015444,0.780277,0.147342,-90.0000,79.1601,-2.396262,1.473559,-0.922704
3.154167,70.0185,71.9494,-1.9309,44.4959,45.8873,-1.3914,-0.206053,-0.014898,1.054598,0.442022,90.0000,54.4773,6.522525,-0.232636,6.289889
3.158333,68.5159,70.7106,-2.1947,42.7430,45.2107,-2.4677,-0.199116,-0.014311,0.450544,0.070306,-90.0000,82.2919,-1.490442,1.149747,-0.340696
3.162500,66.8255,69.2279,-2.4024,40.8730,44.6908,-3.8178,-0.191194,-0.013685,1.076983,0.469703,90.0000,39.0280,10.608702,-0.934317,9.674385
3.166667,64.9519,67.8847,-2.9327,38.8909,43.1982,-4.3073,-0.182889,-0.013021,0.643906,0.096325,-90.0000,83.0398,-1.608760,1.302116,-0.306644
3.170833,62.9003,67.2217,-4.3214,36.8022,39.7168,-2.9146,-0.175018,-0.012322,1.995204,0.740136,90.0000,61.9284,6.826117,-0.143257,6.682859
3.175000,60.6763,65.0158,-4.3395,34.6126,38.4861,-3.8735,-0.164297,-0.011589,3.312033,0.847000,90.0000,73.4101,5.833432,0.467963,6.301395
3.179167,58.2859,62.5966,-4.3106,32.3282,35.5291,-3.2009,-0.152770,-0.010824,5.713819,1.665322,90.0000,70.2348,8.533124,0.190207,8.723331
3.183333,55.7359,58.7972,-3.0614,29.9551,34.7784,-4.8232,-0.138860,-0.010029,7.198779,2.392342,90.0000,66.2820,10.080878,-0.159852,9.921026
3.187500,53.0330,56.5956,-3.5625,27.5000,30.8827,-3.3827,-0.126786,-0.009207,0.749092,0.107245,90.0000,86.4559,1.136403,0.920735,2.057138
3.191667,50.1848,54.0334,-3.8486,24.9695,30.1246,-5.1551,-0.113827,-0.008360,3.590134,1.299275,90.0000,63.1082,7.315064,-0.427647,6.887417
3.195833,47.1990,51.6918,-4.4928,22.3705,28.5111,-6.1406,-0.100796,-0.007490,0.425401,0.074066,90.0000,87.7223,0.586027,0.748993,1.335020
3.200000,44.0839,50.7288,-6.6449,19.7102,23.6112,-3.9010,-0.089136,-0.006599,2.408747,0.472090,90.0000,78.5974,3.373304,0.187392,3.560696
3.204167,40.8479,47.8217,-6.9738,16.9959,22.4325,-5.4366,-0.074721,-0.005690,4.414461,1.001163,90.0000,75.9773,4.517708,-0.004236,4.513472
3.208333,37.5000,44.5873,-7.0873,14.2350,20.0259,-5.7908,-0.059718,-0.004766,4.356733,0.707534,90.0000,81.7071,2.993832,0.312300,3.306132
3.212500,34.0493,41.2726,-7.2233,11.4351,15.7804,-4.3452,-0.044495,-0.003829,5.949840,0.996557,90.0000,81.2668,3.373700,0.093543,3.467243
3.216667,30.5052,36.6964,-6.1911,8.6039,13.2081,-4.6042,-0.027955,-0.002881,7.089731,1.147889,90.0000,81.8847,2.648982,0.007916,2.656898
3.220833,26.8776,32.3923,-5.5147,5.7491,9.4739,-3.7249,-0.011843,-0.001925,2.755655,0.395840,90.0000,86.3232,0.646802,0.165820,0.812623
3.225000,23.1763,27.5871,-4.4108,2.8785,8.4100,-5.5315,0.004453,-0.000964,3.853770,0.562668,90.0000,84.1019,-0.411685,-0.026918,-0.438604
3.229167,19.4114,25.0993,-5.6879,-0.0000,4.3482,-4.3482,0.018863,0.000000,0.014143,0.048953,90.0000,89.9080,-0.025275,-0.000000,-0.025275
3.233333,15.5934,22.8158,-7.2224,-2.8785,3.4828,-6.3612,0.033165,0.000964,0.821579,0.127393,90.0000,86.0503,-2.778548,0.096375,-2.682173
3.237500,11.7326,18.8825,-7.1499,-5.7491,5.0601,-10.8091,0.048375,0.001925,1.063425,0.170990,90.0000,87.1981,-2.670626,-0.033898,-2.704524
3.241667,7.8396,15.8936,-8.0539,-8.6039,1.7958,-10.3997,0.062874,0.002881,0.397516,0.192065,90.0000,89.3124,-2.954580,-0.221589,-3.176169
3.245833,3.9252,13.0026,-9.0774,-11.4351,-3.8003,-7.6349,0.077166,0.003829,1.016669,0.267083,90.0000,88.6643,-3.822399,-0.382863,-4.205262
3.250000,-0.0000,9.7472,-9.7472,-14.2350,-9.7686,-4.4665,0.091366,0.004766,3.304756,0.474790,90.0000,86.3397,-5.289067,-0.476607,-5.765674
3.254167,-3.9252,4.9925,-8.9177,-16.9959,-11.9174,-5.0785,0.105514,0.005690,5.105060,0.938339,90.0000,79.8989,-10.551432,0.400772,-10.150660
3.258333,-7.8396,-0.1890,-7.6507,-19.7102,-11.2309,-8.4794,0.118991,0.006599,4.687721,0.687047,90.0000,83.7481,-9.389396,-0.158365,-9.547761
3.262500,-11.7326,-4.7507,-6.9819,-22.3705,-14.4155,-7.9550,0.131726,0.007490,6.587855,0.976427,90.0000,83.3907,-9.921022,-0.525176,-10.446198
3.266667,-15.5934,-9.1059,-6.4875,-24.9695,-19.4705,-5.4990,0.143822,0.008360,6.069794,0.924741,90.0000,82.7931,-8.122782,-0.836010,-8.958792
3.270833,-19.4114,-13.6114,-5.8001,-27.5000,-23.3001,-4.1999,0.155189,0.009207,11.347368,2.515685,90.0000,76.4010,-14.257088,-0.146124,-14.403211
3.275000,-23.1763,-18.3906,-4.7857,-29.9551,-26.7658,-3.1893,0.165682,0.010029,10.072817,1.997664,90.0000,78.3759,-11.526049,-0.782372,-12.308421
3.279167,-26.8776,-23.0651,-3.8125,-32.3282,-29.5446,-2.7836,0.175417,0.010824,10.999746,2.904034,90.0000,72.7242,-14.689404,-0.154904,-14.844308
3.283333,-30.5052,-27.4761,-3.0291,-34.6126,-31.6812,-2.9314,0.184534,0.011589,9.080612,2.403018,90.0000,72.6578,-13.214069,-0.298395,-13.512464
3.287500,-34.0493,-30.5805,-3.4688,-36.8022,-35.0610,-1.7412,0.193981,0.012322,6.067432,1.612024,90.0000,72.5507,-10.420967,-0.431006,-10.851973
3.291667,-37.5000,-33.9353,-3.5647,-38.8909,-35.0037,-3.8872,0.202655,0.013021,4.044858,1.415804,90.0000,64.3982,-11.626408,0.284905,-11.341503
3.295833,-40.8479,-35.6358,-5.2122,-40.8730,-38.3853,-2.4877,0.212311,0.013685,1.123163,0.159438,90.0000,84.1576,-2.483916,-1.224404,-3.708320
3.300000,-44.0839,-38.5675,-5.5164,-42.7430,-38.6770,-4.0660,0.220300,0.014311,4.630283,1.995970,90.0000,51.7822,-18.264294,1.161311,-17.102983
3.304167,-47.1990,-42.2213,-4.9778,-44.4959,-38.1179,-6.3781,0.226915,0.014898,3.448608,0.730352,90.0000,77.1817,-7.119184,-1.005845,-8.125029
3.308333,-50.1848,-44.4935,-5.6913,-46.1269,-42.6524,-3.4744,0.234403,0.015444,6.270491,1.498818,90.0000,74.8438,-9.958158,-1.239780,-11.197937
3.312500,-53.0330,-48.3533,-4.6798,-47.6314,-45.1829,-2.4485,0.239430,0.015948,11.108073,4.401122,90.0000,58.4729,-22.035775,0.383347,-21.652427
3.316667,-55.7359,-53.0375,-2.6983,-49.0054,-46.6354,-2.3699,0.242630,0.016408,9.750205,2.685538,90.0000,71.6568,-13.476887,-1.334657,-14.811544
3.320833,-58.2859,-55.6556,-2.6303,-50.2450,-51.0595,0.8145,0.247739,0.016823,5.944920,1.895099,90.0000,67.5895,-11.500125,-0.826107,-12.326232
3.325000,-60.6763,-59.5273,-1.1489,-51.3469,-50.0934,-1.2535,0.250466,0.017192,3.802923,1.657360,90.0000,49.9541,-16.255720,0.620682,-15.635037
3.329167,-62.9003,-61.6477,-1.2526,-52.3081,-51.4497,-0.8584,0.254935,0.017513,2.095631,0.721425,90.0000,64.9570,-7.589819,-0.375020,-7.964839
3.333333,-64.9519,-63.3148,-1.6371,-53.1259,-51.1929,-1.9330,0.259422,0.017787,0.491667,0.217604,90.0000,45.4964,-6.917197,0.345306,-6.571890
3.337500,-66.8255,-63.0327,-3.7928,-53.7981,-54.0468,0.2487,0.266112,0.018012,0.253149,0.093697,-90.0000,61.9677,2.914826,-0.877696,2.037130
3.341667,-68.5159,-64.7168,-3.7991,-54.3229,-51.4399,-2.8830,0.269333,0.018188,0.049573,0.015340,90.0000,15.5615,-11.548028,1.297388,-10.250641
3.345833,-70.0185,-67.1670,-2.8516,-54.6987,-49.2015,-5.4972,0.270752,0.018314,1.692459,0.719997,90.0000,53.0371,-10.769117,0.308207,-10.460909
3.350000,-71.3292,-69.3218,-2.0074,-54.9246,-50.1979,-4.7268,0.271909,0.018389,2.300786,0.565379,90.0000,74.2567,-6.313293,-1.029873,-7.343166
3.354167,-72.4444,-70.3275,-2.1170,-55.0000,-55.0505,0.0505,0.274121,0.018415,0.039251,0.045184,0.0000,89.7225,0.098305,-1.841470,-1.743165
3.358333,-73.3611,-72.6712,-0.6898,-54.9246,-54.3161,-0.6085,0.273599,0.018389,1.523903,0.556048,90.0000,62.6047,-7.187528,-0.294764,-7.482292
3.362500,-74.0766,-73.6821,-0.3945,-54.6987,-55.1227,0.4240,0.274432,0.018314,0.312165,0.078190,90.0000,73.8419,-2.232874,-0.401969,-2.634843
3.366667,-74.5891,-74.0158,-0.5733,-54.3229,-55.0168,0.6939,0.275632,0.018188,-0.001690,0.000283,0.0000,-81.0691,-0.118292,0.081723,-0.036570
3.370833,-74.8972,-74.0215,-0.8758,-53.7981,-54.8111,1.0130,0.276656,0.018012,-0.000238,0.000049,0.0000,-88.2295,0.019600,0.052729,0.072329
3.375000,-75.0000,-74.8079,-0.1921,-53.1259,-53.6197,0.4938,0.275775,0.017787,0.039447,0.006025,90.0000,82.6562,-0.524965,-0.279398,-0.804363
3.379167,-74.8972,-74.8942,-0.0030,-52.3081,-54.2212,1.9131,0.275296,0.017513,-0.013555,0.005105,-90.0000,-27.5761,2.517517,-0.202340,2.315177
3.383333,-74.5891,-74.9987,0.4095,-51.3469,-52.4669,1.1200,0.274100,0.017192,-0.020987,0.003888,90.0000,-87.9359,-0.202787,0.483339,0.280552
3.387500,-74.0766,-74.2140,0.1374,-50.2450,-52.6756,2.4306,0.273605,0.016823,-0.008921,0.002743,-90.0000,-16.2986,4.565089,-0.452378,4.112711
3.391667,-73.3611,-75.0007,1.6396,-49.0054,-49.8020,0.7966,0.269979,0.016408,-0.004461,0.002806,0.0000,-89.4877,0.047592,0.398352,0.445944
3.395833,-72.4444,-73.3652,0.9208,-47.6314,-51.9905,4.3591,0.269451,0.015948,-0.290985,0.128764,-90.0000,-45.5364,5.458945,-0.224221,5.234724
3.400000,-71.3292,-73.6703,2.3411,-46.1269,-48.8204,2.6935,0.265238,0.015444,-0.490391,0.216305,90.0000,-41.8137,-8.343111,1.544386,-6.798724
3.404167,-70.0185,-73.5935,3.5750,-44.4959,-47.3368,2.8408,0.260963,0.014898,-0.070092,0.023981,-90.0000,-22.2558,8.266789,-0.762889,7.503900
3.408333,-68.5159,-71.8107,3.2948,-42.7430,-48.3549,5.6118,0.258678,0.014311,-1.407331,0.532504,-90.0000,-60.9414,7.465389,0.046799,7.512188
3.412500,-66.8255,-70.0427,3.2172,-40.8730,-46.6289,5.7559,0.255714,0.013685,-2.845654,0.778242,-90.0000,-71.8310,7.627388,0.612605,8.239993
3.416667,-64.9519,-68.1840,3.2321,-38.8909,-42.6589,3.7680,0.252241,0.013021,-4.079360,0.878696,-90.0000,-76.8645,7.950494,1.045862,8.996356
3.420833,-62.9003,-65.6504,2.7501,-36.8022,-38.7898,1.9876,0.249133,0.012322,-5.946995,1.723359,-90.0000,-70.3756,13.106537,0.388645,13.495182
3.425000,-60.6763,-62.3257,1.6494,-34.6126,-37.9583,3.3457,0.246509,0.011589,-4.543306,1.393753,-90.0000,-68.7912,12.168355,0.173649,12.342004
3.429167,-58.2859,-61.6952,3.4092,-32.3282,-32.9303,0.6021,0.239395,0.010824,-0.238996,0.043525,-90.0000,-87.8803,0.883564,0.865306,1.748870
3.433333,-55.7359,-58.8835,3.1476,-29.9551,-35.3200,5.3648,0.234795,0.010029,-1.192551,0.530196,-90.0000,-45.6635,13.066364,-0.762942,12.303422
3.437500,-53.0330,-57.9105,4.8775,-27.5000,-33.6256,6.1256,0.227073,0.009207,-0.700094,0.200940,90.0000,-70.6496,-4.593950,0.920735,-3.673215
3.441667,-50.1848,-58.4186,8.2338,-24.9695,-28.6645,3.6950,0.216824,0.008360,-0.511639,0.086289,-90.0000,-81.0413,2.770489,0.271679,3.042168
3.445833,-47.1990,-56.6808,9.4817,-22.3705,-28.1241,5.7536,0.209185,0.007490,-2.235846,0.796186,-90.0000,-63.8012,11.058661,-0.346652,10.712010
3.450000,-44.0839,-53.9591,9.8752,-19.7102,-28.1473,8.4371,0.202361,0.006599,-3.142725,0.709136,-90.0000,-76.0315,8.331773,0.179466,8.511238
3.454167,-40.8479,-51.6415,10.7936,-16.9959,-24.7125,7.7166,0.194497,0.005690,-3.437631,0.566045,-90.0000,-81.4470,7.211447,0.435095,7.646542
3.458333,-37.5000,-49.4297,11.9297,-14.2350,-19.0613,4.8262,0.186034,0.004766,-3.098428,0.440824,-90.0000,-84.2034,6.845698,0.476607,7.322306
3.462500,-34.0493,-45.8368,11.7875,-11.4351,-16.5856,5.1505,0.178758,0.003829,-6.909787,1.507584,-90.0000,-76.8001,17.456673,-0.215656,17.241018
3.466667,-30.5052,-40.8408,10.3355,-8.6039,-16.2103,7.6065,0.172421,0.002881,-6.560997,1.065143,-90.0000,-81.7649,12.964015,0.126720,13.090735
3.470833,-26.8776,-36.6649,9.7873,-5.7491,-11.4632,5.7141,0.164485,0.001925,-4.838099,0.676104,-90.0000,-85.4701,10.957823,0.192486,11.150309
3.475000,-23.1763,-31.7654,8.5891,-2.8785,-8.9560,6.0775,0.156530,0.000964,-4.212119,0.652081,-90.0000,-82.8939,15.653043,-0.055224,15.597820
3.479167,-19.4114,-26.6786,7.2672,0.0000,-8.5374,8.5374,0.147923,-0.000000,-3.715496,0.524638,-90.0000,-85.6815,11.283695,-0.000000,11.283695
3.483333,-15.5934,-22.3823,6.7889,2.8785,-3.8060,6.6845,0.138006,-0.000964,-1.746831,0.411909,-90.0000,-88.4686,9.581461,-0.095697,9.485764
3.487500,-11.7326,-18.0650,6.3324,5.7491,1.8120,3.9371,0.127475,-0.001925,-0.902233,0.373862,-90.0000,-89.1850,9.737468,-0.147295,9.590173
3.491667,-7.8396,-12.8215,4.9818,8.6039,3.3019,5.3020,0.116680,-0.002881,-1.349074,0.293313,-90.0000,-88.2703,8.720757,-0.104935,8.615822
3.495833,-3.9252,-10.5942,6.6690,11.4351,8.2633,3.1718,0.104286,-0.003829,-0.416722,0.086321,-90.0000,-88.2241,1.759147,-0.320702,1.438445
3.500000,0.0000,-7.0352,7.0352,14.2350,7.2739,6.9611,0.092007,-0.004766,-2.097761,0.324652,-90.0000,-83.1404,7.838178,0.365805,8.203984
3.504167,3.9252,-3.2370,7.1622,16.9959,7.4187,9.5772,0.079395,-0.005690,-1.031404,0.179515,-90.0000,-87.6805,2.681501,-0.498458,2.183043
3.508333,7.8396,-0.9347,8.7743,19.7102,13.2030,6.5073,0.066405,-0.006599,-2.659518,0.371407,-90.0000,-85.7131,2.775131,-0.659924,2.115207
3.512500,11.7326,2.4187,9.3139,22.3705,17.9435,4.4270,0.053282,-0.007490,-7.504915,1.382227,-90.0000,-79.6940,4.377659,-0.132692,4.244967
3.516667,15.5934,7.2987,8.2946,24.9695,20.4171,4.5524,0.039667,-0.008360,-10.000403,1.852697,-90.0000,-79.5659,3.344840,-0.399254,2.945586
3.520833,19.4114,12.6711,6.7404,27.5000,22.9623,4.5377,0.025359,-0.009207,-11.901812,2.799513,-90.0000,-75.2563,2.535851,0.074439,2.610289
3.525000,23.1763,17.3855,5.7908,29.9551,25.9419,4.0133,0.010757,-0.010029,-5.915314,0.993668,-90.0000,-81.1168,0.510174,-1.002936,-0.492762
3.529167,26.8776,21.5179,5.3597,32.3282,29.3544,2.9738,-0.003880,-0.010824,-11.237882,3.065111,-90.0000,-71.9557,-0.339519,-0.034164,-0.373682
3.533333,30.5052,26.2520,4.2532,34.6126,31.4407,3.1719,-0.019144,-0.011589,-10.167313,2.503772,-90.0000,-74.2538,-1.376381,-0.525836,-1.902216
3.537500,34.0493,29.8513,4.1980,36.8022,35.8637,0.9384,-0.033766,-0.012322,-8.525300,2.085259,-90.0000,-74.3805,-1.969583,-0.792746,-2.762329
3.541667,37.5000,34.9389,2.5611,38.8909,34.4582,4.4327,-0.049745,-0.013021,-8.274338,3.034185,-90.0000,-62.4905,-4.386646,0.656107,-3.730539
3.545833,40.8479,37.0663,3.7817,40.8730,38.3658,2.5071,-0.062994,-0.013685,-1.866156,0.293686,-90.0000,-82.1561,-1.107400,-1.224369,-2.331769
3.550000,44.0839,39.4595,4.6244,42.7430,40.3770,2.3661,-0.076242,-0.014311,-3.639579,1.284797,-90.0000,-64.0314,-3.715629,0.048896,-3.666733
3.554167,47.1990,41.7876,5.4114,44.4959,42.5065,1.9894,-0.089140,-0.014898,-2.915096,0.697761,-90.0000,-74.8154,-2.592110,-0.809009,-3.401119
3.558333,50.1848,45.1957,4.9891,46.1269,41.9800,4.1469,-0.102946,-0.015444,-4.250012,1.823329,-90.0000,-52.2488,-7.527872,0.906747,-6.621125
3.562500,53.0330,48.4630,4.5700,47.6314,42.2532,5.3782,-0.116352,-0.015948,-3.234545,0.683489,-90.0000,-77.2153,-3.240605,-1.171635,-4.412240
3.566667,55.7359,50.5895,5.1463,49.0054,47.0250,1.9803,-0.128032,-0.016408,-6.253208,1.559840,-90.0000,-73.9396,-5.208506,-1.363854,-6.572360
3.570833,58.2859,54.7793,3.5066,50.2450,48.0092,2.2358,-0.141973,-0.016823,-8.355069,3.505805,-90.0000,-54.3568,-12.264874,0.579337,-11.685536
3.575000,60.6763,58.3060,2.3702,51.3469,50.3332,1.0137,-0.154748,-0.017192,-5.222114,1.161940,-90.0000,-76.2485,-4.987747,-1.719160,-6.706907
3.579167,62.9003,60.5396,2.3606,52.3081,53.6840,-1.3759,-0.165316,-0.017513,-3.831662,1.336354,-90.0000,-64.4582,-6.559453,-0.549001,-7.108453
3.583333,64.9519,63.8631,1.0888,53.1259,52.0643,1.0616,-0.176951,-0.017787,-1.762104,0.778772,-90.0000,-42.8810,-9.682048,0.785888,-8.896160
3.587500,66.8255,65.1792,1.6463,53.7981,53.5904,0.2077,-0.185156,-0.018012,-0.839269,0.233144,-90.0000,-71.4357,-2.746794,-0.521070,-3.267864
3.591667,68.5159,65.9654,2.5506,54.3229,53.7561,0.5668,-0.191982,-0.018188,-0.046678,0.019566,-90.0000,-34.7488,-2.309470,0.230163,-2.079307
3.595833,70.0185,67.0888,2.9298,54.6987,53.5485,1.1502,-0.198688,-0.018314,-0.625430,0.276809,-90.0000,-44.8800,-5.914166,0.360607,-5.553558
3.600000,71.3292,68.9565,2.3727,54.9246,53.8588,1.0659,-0.205885,-0.018389,-2.320814,0.841405,-90.0000,-62.8839,-6.656617,-0.365952,-7.022569
3.604167,72.4444,71.4582,0.9862,55.0000,54.6838,0.3162,-0.213433,-0.018415,-3.081690,1.274150,-90.0000,-55.5262,-9.839015,0.001092,-9.837923
3.608333,73.3611,73.4920,-0.1309,54.9246,54.9694,-0.0447,-0.219644,-0.018389,-1.323449,0.479726,-90.0000,-62.8890,-5.287979,-0.300133,-5.588112
